label,score,col,row,width,height,lon,lat,diameter
crater,0.96,9986,1533,4,4,31.8777389526,-85.1994018555,2
crater,0.96,10019,1533,4,4,31.8907432556,-85.1993942261,2
crater,1,9859,1549,4,4,31.8277168274,-85.1999435425,2
crater,0.97,9890,1550,4,4,31.8399353027,-85.1999740601,2
crater,0.97,9969,1561,4,4,31.871088028,-85.2003250122,2
crater,0.98,9949,1562,4,4,31.8632068634,-85.2003631592,2
crater,0.96,10017,1565,4,4,31.8900146484,-85.2004547119,2
crater,0.99,9899,1572,4,4,31.8435153961,-85.2006988525,2
crater,0.96,9987,1572,4,4,31.8782024384,-85.2006912231,2
crater,0.98,9878,1591,4,4,31.8352661133,-85.2013320923,2
crater,0.98,9431,1202,4,4,31.6589546204,-85.1885299683,2
crater,0.96,9712,1203,4,4,31.7694339752,-85.1885528564,2
crater,0.99,9404,1209,4,4,31.6483402252,-85.1887664795,2
crater,0.98,9285,1215,4,4,31.6015510559,-85.1889648438,2
crater,0.96,9401,1222,4,4,31.6471633911,-85.1891937256,2
crater,0.95,9602,1230,4,4,31.7262058258,-85.189453125,2
crater,0.99,9665,1234,4,4,31.7509841919,-85.1895751953,2
crater,0.99,9337,1236,4,4,31.6219959259,-85.1896591187,2
crater,0.99,9428,1236,4,4,31.6577835083,-85.1896514893,2
crater,0.97,9598,1236,4,4,31.7246360779,-85.1896514893,2
crater,0.97,9377,1245,4,4,31.6377277374,-85.1899490356,2
crater,0.98,9530,1245,4,4,31.6979007721,-85.1899490356,2
crater,0.95,9305,1247,4,4,31.6094112396,-85.1900177002,2
crater,0.96,9219,1254,4,4,31.575586319,-85.190246582,2
crater,0.99,9594,1261,4,4,31.7230815887,-85.1904754639,2
crater,0.99,9376,1264,4,4,31.637336731,-85.1905822754,2
crater,0.98,9475,1267,4,4,31.6762771606,-85.1906738281,2
crater,0.99,9629,1272,4,4,31.7368564606,-85.1908340454,2
crater,0.95,9663,1293,4,4,31.7502479553,-85.1915206909,2
crater,0.98,9317,1295,4,4,31.6141281128,-85.1916046143,2
crater,0.99,9363,1298,4,4,31.6322250366,-85.1917037964,2
crater,0.99,9496,1299,4,4,31.684551239,-85.191734314,2
crater,0.98,9264,1302,4,4,31.5932750702,-85.1918334961,2
crater,0.96,9582,1306,4,4,31.7183914185,-85.1919555664,2
crater,0.97,9774,1310,4,4,31.7939376831,-85.1920776367,2
crater,0.96,9253,1323,4,4,31.5889434814,-85.192527771,2
crater,0.98,9483,1336,4,4,31.6794509888,-85.1929550171,2
crater,0.98,9385,1344,4,4,31.6408863068,-85.1932144165,2
crater,0.97,9620,1364,4,4,31.7333869934,-85.1938705444,2
crater,0.99,9317,1367,4,4,31.6141242981,-85.193977356,2
crater,1,9477,1369,4,4,31.6771030426,-85.1940383911,2
crater,0.99,9487,1378,4,4,31.6810436249,-85.1943359375,2
crater,1,9649,1381,4,4,31.7448158264,-85.1944274902,2
crater,0.97,9758,1390,4,4,31.787733078,-85.1947174072,2
crater,0.97,9475,1393,4,4,31.6763248444,-85.1948318481,2
crater,0.95,9420,1398,4,4,31.6546726227,-85.1949996948,2
crater,0.97,9408,1416,4,4,31.6499519348,-85.1955947876,2
crater,0.95,9420,1416,4,4,31.6546783447,-85.1955947876,2
crater,1,9397,1428,4,4,31.6456241608,-85.1959838867,2
crater,0.96,9443,1428,4,4,31.6637363434,-85.1959838867,2
crater,0.98,9371,1432,4,4,31.6353855133,-85.1961212158,2
crater,0.98,9682,1435,4,4,31.757856369,-85.1962051392,2
crater,0.96,9643,1439,4,4,31.7425003052,-85.1963424683,2
crater,0.98,9450,1442,4,4,31.6664981842,-85.1964492798,2
crater,0.97,9411,1450,4,4,31.651140213,-85.1967086792,2
crater,0.98,9354,1453,4,4,31.628692627,-85.1968154907,2
crater,1,9583,1455,4,4,31.7188835144,-85.1968688965,2
crater,0.98,9503,1463,4,4,31.687379837,-85.1971359253,2
crater,0.97,9714,1466,4,4,31.770488739,-85.197227478,2
crater,0.99,9721,1466,4,4,31.7732448578,-85.197227478,2
crater,0.95,9404,1469,4,4,31.6483879089,-85.1973419189,2
crater,0.96,9266,1477,4,4,31.5940303802,-85.1976013184,2
crater,0.97,9513,1486,4,4,31.6913280487,-85.1978988647,2
crater,0.98,9380,1487,4,4,31.6389369965,-85.1979293823,2
crater,0.95,9295,1489,4,4,31.6054515839,-85.1979980469,2
crater,0.97,9481,1497,4,4,31.6787281036,-85.1982574463,2
crater,0.97,9687,1497,4,4,31.7598838806,-85.1982498169,2
crater,0.97,9760,1499,4,4,31.7886447906,-85.1983108521,2
crater,0.98,9660,1500,4,4,31.7492485046,-85.198348999,2
crater,0.95,9289,1504,4,4,31.6030864716,-85.1984939575,2
crater,0.99,9683,1506,4,4,31.75831604,-85.1985473633,2
crater,0.99,9459,1519,4,4,31.6700668335,-85.1989898682,2
crater,0.98,9476,1526,4,4,31.6767692566,-85.19921875,2
crater,1,9489,1524,4,4,31.6818904877,-85.1991500854,2
crater,0.97,9246,1527,4,4,31.586139679,-85.1992492676,2
crater,0.99,9228,1528,4,4,31.5790462494,-85.1992874146,2
crater,0.96,9344,1533,4,4,31.6247558594,-85.1994476318,2
crater,0.95,9742,1533,4,4,31.7815895081,-85.199432373,2
crater,0.97,9741,1537,4,4,31.7812004089,-85.1995620728,2
crater,0.96,9455,1542,4,4,31.6684989929,-85.1997451782,2
crater,0.98,9738,1542,4,4,31.7800235748,-85.1997299194,2
crater,0.99,9317,1544,4,4,31.6141147614,-85.1998138428,2
crater,0.96,9539,1545,4,4,31.7016029358,-85.1998443604,2
crater,0.99,9422,1549,4,4,31.6554965973,-85.1999740601,2
crater,0.98,9743,1552,4,4,31.7820053101,-85.2000579834,2
crater,1,9252,1555,4,4,31.5884971619,-85.2001724243,2
crater,0.97,9480,1558,4,4,31.6783561707,-85.2002716064,2
crater,0.98,9269,1563,4,4,31.5951957703,-85.2004394531,2
crater,0.99,9530,1568,4,4,31.6980686188,-85.2005996704,2
crater,0.96,9367,1573,4,4,31.6338214874,-85.2007675171,2
crater,0.99,9660,1577,4,4,31.7493171692,-85.2008895874,2
crater,0.99,9644,1587,4,4,31.7430171967,-85.2012176514,2
crater,0.99,9708,1587,4,4,31.7682476044,-85.2012176514,2
crater,0.98,9596,1592,4,4,31.7241001129,-85.201385498,2
crater,0.96,9502,1593,4,4,31.6870441437,-85.201423645,2
crater,0.97,8952,1201,4,4,31.4706287384,-85.1884841919,2
crater,0.97,9086,1212,4,4,31.5233058929,-85.1888580322,2
crater,0.95,8732,1221,4,4,31.3841018677,-85.1891174316,2
crater,0.96,8818,1223,4,4,31.4179153442,-85.1891937256,2
crater,0.96,8850,1224,4,4,31.4304962158,-85.1892318726,2
crater,0.96,9118,1224,4,4,31.5358810425,-85.1892547607,2
crater,0.97,8901,1225,4,4,31.4505500793,-85.1892700195,2
crater,0.96,8739,1233,4,4,31.3868350983,-85.1895141602,2
crater,0.97,8725,1240,4,4,31.3813171387,-85.189743042,2
crater,0.96,8767,1246,4,4,31.3978252411,-85.1899490356,2
crater,0.96,8754,1251,4,4,31.39270401,-85.1901092529,2
crater,0.96,9110,1256,4,4,31.5327148438,-85.1903076172,2
crater,0.99,8868,1274,4,4,31.4375114441,-85.1908874512,2
crater,0.98,8811,1286,4,4,31.4150733948,-85.1912765503,2
crater,0.99,9079,1286,4,4,31.5205020905,-85.1912994385,2
crater,0.98,8700,1289,4,4,31.3714027405,-85.1913604736,2
crater,0.95,8704,1289,4,4,31.3729763031,-85.1913604736,2
crater,0.97,8854,1291,4,4,31.4319820404,-85.191444397,2
crater,0.98,8797,1292,4,4,31.4095573425,-85.1914672852,2
crater,0.98,9155,1293,4,4,31.5503959656,-85.1915283203,2
crater,0.97,8781,1300,4,4,31.4032497406,-85.191734314,2
crater,0.97,8714,1304,4,4,31.3768844604,-85.1918563843,2
crater,0.98,8648,1305,4,4,31.3509159088,-85.1918792725,2
crater,0.98,9068,1305,4,4,31.516160965,-85.1919250488,2
crater,0.98,9158,1312,4,4,31.5515670776,-85.1921615601,2
crater,0.96,8731,1322,4,4,31.3835430145,-85.1924514771,2
crater,0.98,9024,1322,4,4,31.49883461,-85.1924819946,2
crater,1,9144,1326,4,4,31.5460510254,-85.1926193237,2
crater,0.97,8986,1333,4,4,31.48387146,-85.1928405762,2
crater,0.98,9109,1339,4,4,31.5322704315,-85.1930465698,2
crater,0.96,8839,1352,4,4,31.4259986877,-85.1934509277,2
crater,1,9048,1351,4,4,31.5082550049,-85.1934356689,2
crater,0.95,8872,1353,4,4,31.4389858246,-85.1934890747,2
crater,0.96,9166,1353,4,4,31.5546951294,-85.1935119629,2
crater,0.95,8756,1358,4,4,31.3933238983,-85.1936416626,2
crater,0.96,9110,1363,4,4,31.5326499939,-85.1938400269,2
crater,0.96,8682,1365,4,4,31.3641872406,-85.193862915,2
crater,0.98,8663,1377,4,4,31.3566875458,-85.1942520142,2
crater,0.98,9092,1383,4,4,31.5255508423,-85.1944961548,2
crater,0.95,8782,1386,4,4,31.4035148621,-85.1945648193,2
crater,0.98,9148,1387,4,4,31.5475940704,-85.1946334839,2
crater,0.97,8616,1388,4,4,31.3381652832,-85.1946105957,2
crater,0.97,9030,1389,4,4,31.5011405945,-85.194694519,2
crater,0.97,9141,1392,4,4,31.5448360443,-85.1947937012,2
crater,0.97,8772,1398,4,4,31.3995609283,-85.1949615479,2
crater,0.97,8724,1402,4,4,31.380657196,-85.1950912476,2
crater,0.99,8665,1406,4,4,31.357421875,-85.1952133179,2
crater,0.97,8606,1417,4,4,31.3341712952,-85.19556427,2
crater,0.99,8687,1423,4,4,31.3660526276,-85.1957778931,2
crater,0.96,8634,1427,4,4,31.3451766968,-85.1958999634,2
crater,0.97,9074,1429,4,4,31.5184326172,-85.1960144043,2
crater,0.99,9153,1433,4,4,31.549539566,-85.1961517334,2
crater,0.98,8989,1435,4,4,31.4849567413,-85.1962051392,2
crater,0.99,8805,1438,4,4,31.4124946594,-85.1962890625,2
crater,0.98,9023,1455,4,4,31.4983291626,-85.1968688965,2
crater,0.96,8835,1459,4,4,31.4242801666,-85.1969833374,2
crater,0.95,9050,1478,4,4,31.5089454651,-85.1976242065,2
crater,0.98,8620,1480,4,4,31.3395614624,-85.1976470947,2
crater,0.99,8608,1482,4,4,31.3348312378,-85.1977081299,2
crater,0.97,8901,1482,4,4,31.4502487183,-85.1977462769,2
crater,0.96,8969,1484,4,4,31.4770317078,-85.1978225708,2
crater,0.99,8859,1489,4,4,31.4336948395,-85.1979751587,2
crater,0.96,9167,1490,4,4,31.5550270081,-85.1980285645,2
crater,0.98,8739,1496,4,4,31.3864116669,-85.1981887817,2
crater,0.96,8897,1509,4,4,31.4486408234,-85.198638916,2
crater,0.96,8623,1523,4,4,31.3406600952,-85.1990661621,2
crater,0.95,8705,1523,4,4,31.3729705811,-85.1990737915,2
crater,0.99,9136,1531,4,4,31.5427932739,-85.1993789673,2
crater,0.97,8628,1537,4,4,31.3426036835,-85.1995239258,2
crater,0.98,8662,1540,4,4,31.3559970856,-85.1996307373,2
crater,0.96,8992,1541,4,4,31.4860401154,-85.1996994019,2
crater,0.95,8671,1542,4,4,31.359539032,-85.1996994019,2
crater,0.98,8648,1543,4,4,31.3504734039,-85.1997299194,2
crater,0.99,9146,1545,4,4,31.5467262268,-85.1998443604,2
crater,0.96,8696,1548,4,4,31.3693809509,-85.1998977661,2
crater,0.98,8941,1551,4,4,31.4659309387,-85.2000274658,2
crater,1,9042,1563,4,4,31.5057258606,-85.2004318237,2
crater,0.99,8703,1571,4,4,31.3721008301,-85.2006607056,2
crater,0.96,8897,1575,4,4,31.4485626221,-85.2008132935,2
crater,0.96,8919,1583,4,4,31.4572238922,-85.2010803223,2
crater,0.99,9127,1584,4,4,31.5392150879,-85.2011260986,2
crater,0.96,8889,1593,4,4,31.4453868866,-85.2014083862,2
crater,0.95,9929,1103,4,4,31.854593277,-85.1852340698,2
crater,0.98,9927,1127,4,4,31.8538455963,-85.1860198975,2
crater,0.97,9867,1131,4,4,31.8302726746,-85.186164856,2
crater,0.99,9996,1175,4,4,31.8810443878,-85.1875915527,2
crater,0.95,9943,1178,4,4,31.8602142334,-85.1876983643,2
crater,0.97,9814,1195,4,4,31.8095283508,-85.1882781982,2
crater,0.99,9494,1107,4,4,31.6836833954,-85.1854019165,2
crater,0.96,9356,1108,4,4,31.6294612885,-85.1854324341,2
crater,0.96,9555,1112,4,4,31.707654953,-85.1855621338,2
crater,0.95,9460,1118,4,4,31.6703281403,-85.185760498,2
crater,0.99,9509,1128,4,4,31.6895866394,-85.186088562,2
crater,0.97,9647,1134,4,4,31.7438220978,-85.1862792969,2
crater,0.98,9575,1136,4,4,31.7155284882,-85.1863479614,2
crater,0.99,9393,1140,4,4,31.6440048218,-85.1864929199,2
crater,0.97,9532,1144,4,4,31.698633194,-85.1866149902,2
crater,0.98,9244,1145,4,4,31.5854454041,-85.1866531372,2
crater,1,9437,1151,4,4,31.6612987518,-85.1868515015,2
crater,0.99,9471,1155,4,4,31.6746635437,-85.1869812012,2
crater,0.95,9689,1158,4,4,31.7603492737,-85.1870727539,2
crater,0.98,9241,1163,4,4,31.5842628479,-85.18724823,2
crater,0.98,9366,1164,4,4,31.6333961487,-85.1872787476,2
crater,0.96,9282,1165,4,4,31.6003780365,-85.1873168945,2
crater,0.96,9314,1176,4,4,31.6129550934,-85.1876754761,2
crater,0.97,9486,1177,4,4,31.6805686951,-85.1877059937,2
crater,0.99,9195,1178,4,4,31.5661754608,-85.1877441406,2
crater,0.97,9215,1180,4,4,31.5740375519,-85.1878051758,2
crater,0.96,9671,1186,4,4,31.7532997131,-85.1879959106,2
crater,0.96,9224,1188,4,4,31.5775737762,-85.1880722046,2
crater,0.99,9391,1188,4,4,31.6432247162,-85.1880722046,2
crater,0.99,9548,1189,4,4,31.7049465179,-85.1881027222,2
crater,1,9760,1190,4,4,31.7882919312,-85.188117981,2
crater,0.98,9289,1191,4,4,31.6031265259,-85.1881713867,2
crater,0.96,9638,1193,4,4,31.7403316498,-85.1882247925,2
crater,0.97,9674,1194,4,4,31.754486084,-85.1882553101,2
crater,0.95,9448,1195,4,4,31.6656360626,-85.1883010864,2
crater,1,8871,1100,4,4,31.4389095306,-85.1851501465,2
crater,0.99,9014,1100,4,4,31.495092392,-85.1851577759,2
crater,0.96,9116,1105,4,4,31.5351638794,-85.185333252,2
crater,1,9011,1116,4,4,31.4939002991,-85.1856842041,2
crater,0.97,8906,1121,4,4,31.4526367188,-85.1858444214,2
crater,0.98,8830,1123,4,4,31.4227695465,-85.1858978271,2
crater,0.96,8672,1132,4,4,31.3606681824,-85.1861801147,2
crater,0.97,9150,1137,4,4,31.5485076904,-85.1863861084,2
crater,0.96,8806,1150,4,4,31.4132995605,-85.1867904663,2
crater,0.96,8772,1156,4,4,31.3999290466,-85.1869812012,2
crater,0.97,8887,1156,4,4,31.4451274872,-85.18699646,2
crater,0.98,9160,1156,4,4,31.5524272919,-85.1870117188,2
crater,0.98,8715,1164,4,4,31.3775119781,-85.1872406006,2
crater,0.97,8977,1165,4,4,31.4804916382,-85.1873016357,2
crater,0.96,8977,1175,4,4,31.4804821014,-85.1876296997,2
crater,1,9140,1175,4,4,31.5445575714,-85.1876373291,2
crater,0.96,8850,1184,4,4,31.4305477142,-85.1879119873,2
crater,0.98,8789,1186,4,4,31.4065666199,-85.1879730225,2
crater,0.99,8754,1195,4,4,31.392791748,-85.1882629395,2
crater,1,10019,2005,8,8,31.8916168213,-85.2149658203,4
crater,0.98,9827,2006,8,8,31.8157138824,-85.2150192261,4
crater,0.97,9838,2017,8,8,31.8200778961,-85.215385437,4
crater,1,9973,2017,8,8,31.8734512329,-85.2153625488,4
crater,1,10020,2017,8,8,31.8920345306,-85.2153549194,4
crater,1,10000,2018,8,8,31.8841285706,-85.2153930664,4
crater,1,9857,2025,8,8,31.8276004791,-85.2156448364,4
crater,0.99,9953,2031,8,8,31.865568161,-85.2158279419,4
crater,0.99,9877,2034,8,8,31.835521698,-85.2159423828,4
crater,1,10010,2051,8,8,31.8881416321,-85.2164840698,4
crater,0.99,9860,2061,8,8,31.8288383484,-85.216835022,4
crater,1,9818,2068,8,8,31.8122367859,-85.2170639038,4
crater,1,9788,2078,8,8,31.8003845215,-85.2173995972,4
crater,1,9837,2086,8,8,31.819776535,-85.2176589966,4
crater,0.99,10010,2087,8,8,31.8882083893,-85.217666626,4
crater,0.99,9999,2089,8,8,31.8838615417,-85.2177352905,4
crater,0.98,9905,2095,8,8,31.8466873169,-85.2179489136,4
crater,1,9944,2094,8,8,31.8621139526,-85.2179107666,4
crater,1,9794,2099,8,8,31.8027839661,-85.2180938721,4
crater,0.99,9916,2104,8,8,31.8510532379,-85.2182388306,4
crater,1,9999,2105,8,8,31.883890152,-85.2182617188,4
crater,1,9947,2108,8,8,31.8633232117,-85.2183685303,4
crater,1,9836,2110,8,8,31.8194141388,-85.2184524536,4
crater,1,9803,2115,8,8,31.8063640594,-85.2186203003,4
crater,1,9974,2118,8,8,31.8740215302,-85.2186965942,4
crater,1,9921,2121,8,8,31.8530578613,-85.2188034058,4
crater,0.96,9916,2130,8,8,31.8510932922,-85.2191009521,4
crater,1,9827,2133,8,8,31.8158836365,-85.2192077637,4
crater,1,9982,2133,8,8,31.8772144318,-85.2191925049,4
crater,1,9933,2136,8,8,31.8578300476,-85.219291687,4
crater,0.99,10014,2137,8,8,31.8898830414,-85.2193145752,4
crater,0.99,9951,2154,8,8,31.864982605,-85.2198867798,4
crater,1,10020,2169,8,8,31.8923168182,-85.2203674316,4
crater,1,9917,2193,8,8,31.8515892029,-85.2211761475,4
crater,0.97,9899,2195,8,8,31.8444671631,-85.221244812,4
crater,1,9909,1600,8,8,31.8475017548,-85.2016220093,4
crater,0.96,9647,1602,8,8,31.7442131042,-85.201713562,4
crater,1,10006,1601,8,8,31.8857440948,-85.2016448975,4
crater,1,9996,1603,8,8,31.8818054199,-85.2017059326,4
crater,1,9743,1606,8,8,31.7820644379,-85.2018356323,4
crater,0.99,9969,1607,8,8,31.8711662292,-85.2018432617,4
crater,1,9844,1611,8,8,31.8218917847,-85.2019958496,4
crater,0.99,9864,1614,8,8,31.8297805786,-85.2020874023,4
crater,0.95,9927,1615,8,8,31.8546218872,-85.2021179199,4
crater,0.97,9720,1616,8,8,31.7730064392,-85.2021713257,4
crater,1,9698,1620,8,8,31.7643375397,-85.2023010254,4
crater,1,9863,1622,8,8,31.8293972015,-85.2023544312,4
crater,1,9882,1623,8,8,31.8368911743,-85.2023849487,4
crater,0.99,9634,1625,8,8,31.739107132,-85.2024765015,4
crater,1,9892,1627,8,8,31.840839386,-85.2025146484,4
crater,1,9664,1633,8,8,31.7509422302,-85.2027359009,4
crater,1,9736,1641,8,8,31.7793426514,-85.2029953003,4
crater,1,9638,1642,8,8,31.7406978607,-85.2030334473,4
crater,1,9862,1651,8,8,31.829044342,-85.2033081055,4
crater,1,9659,1655,8,8,31.7489910126,-85.2034606934,4
crater,0.99,9789,1658,8,8,31.8002643585,-85.2035522461,4
crater,1,9852,1658,8,8,31.8251113892,-85.2035446167,4
crater,1,9977,1662,8,8,31.8744163513,-85.2036590576,4
crater,1,9903,1664,8,8,31.8452339172,-85.2037353516,4
crater,0.96,9849,1670,8,8,31.8239440918,-85.2039413452,4
crater,1,10013,1670,8,8,31.8886299133,-85.203918457,4
crater,1,9962,1671,8,8,31.8685150146,-85.203956604,4
crater,1,9714,1677,8,8,31.7707042694,-85.2041854858,4
crater,1,9876,1684,8,8,31.8346138,-85.2043991089,4
crater,0.99,9686,1686,8,8,31.7596683502,-85.2044830322,4
crater,1,9638,1688,8,8,31.7407341003,-85.2045516968,4
crater,1,9984,1689,8,8,31.8772239685,-85.2045440674,4
crater,1,9833,1696,8,8,31.8176689148,-85.2047958374,4
crater,0.99,9903,1704,8,8,31.8452949524,-85.2050552368,4
crater,1,9953,1701,8,8,31.8650150299,-85.2049484253,4
crater,1,10029,1711,8,8,31.8950176239,-85.2052688599,4
crater,1,9857,1718,8,8,31.827167511,-85.2055206299,4
crater,1,9981,1726,8,8,31.8761062622,-85.2057647705,4
crater,1,9955,1730,8,8,31.8658542633,-85.2059020996,4
crater,0.98,9722,1735,8,8,31.7739200592,-85.2060928345,4
crater,0.98,9941,1738,8,8,31.8603420258,-85.2061691284,4
crater,0.99,10014,1743,8,8,31.8891582489,-85.2063217163,4
crater,1,9727,1745,8,8,31.7759037018,-85.2064208984,4
crater,1,10002,1747,8,8,31.8844299316,-85.2064590454,4
crater,1,9742,1755,8,8,31.7818336487,-85.2067489624,4
crater,0.99,9991,1759,8,8,31.880109787,-85.2068557739,4
crater,1,9866,1761,8,8,31.8307800293,-85.2069396973,4
crater,1,9845,1761,8,8,31.8224925995,-85.2069396973,4
crater,0.98,9815,1763,8,8,31.8106536865,-85.2070083618,4
crater,1,9830,1767,8,8,31.8165798187,-85.2071380615,4
crater,1,9900,1776,8,8,31.8442211151,-85.2074279785,4
crater,1,9699,1778,8,8,31.7648868561,-85.2075119019,4
crater,1,9851,1779,8,8,31.8248844147,-85.20753479,4
crater,1,9671,1780,8,8,31.7538356781,-85.2075805664,4
crater,0.99,9808,1779,8,8,31.8079128265,-85.20753479,4
crater,0.99,9709,1792,8,8,31.7688484192,-85.2079772949,4
crater,0.99,9909,1794,8,8,31.8478012085,-85.2080230713,4
crater,1,9753,1803,8,8,31.7862300873,-85.2083358765,4
crater,1,9993,1811,8,8,31.8809909821,-85.2085723877,4
crater,1,9715,1810,8,8,31.7712345123,-85.2085723877,4
crater,0.98,10014,1814,8,8,31.8892879486,-85.2086639404,4
crater,0.97,9695,1817,8,8,31.7633457184,-85.2088012695,4
crater,1,9920,1816,8,8,31.8521785736,-85.2087478638,4
crater,1,9752,1827,8,8,31.785861969,-85.2091293335,4
crater,1,9944,1831,8,8,31.8616790771,-85.209236145,4
crater,0.99,9756,1838,8,8,31.7874526978,-85.209487915,4
crater,1,9991,1842,8,8,31.8802566528,-85.2095947266,4
crater,0.99,9893,1850,8,8,31.8415699005,-85.2098693848,4
crater,1,9996,1852,8,8,31.8822498322,-85.2099227905,4
crater,0.99,9828,1853,8,8,31.8159046173,-85.2099761963,4
crater,1,9715,1854,8,8,31.7712802887,-85.2100219727,4
crater,1,9740,1860,8,8,31.7811603546,-85.2102127075,4
crater,1,9834,1862,8,8,31.8182868958,-85.2102737427,4
crater,0.99,9708,1863,8,8,31.7685241699,-85.210319519,4
crater,1,9764,1869,8,8,31.7906494141,-85.2105102539,4
crater,1,9934,1868,8,8,31.8577899933,-85.2104568481,4
crater,1,10025,1870,8,8,31.8937358856,-85.2105102539,4
crater,0.99,9914,1872,8,8,31.8498973846,-85.2105941772,4
crater,1,10002,1876,8,8,31.8846626282,-85.2107086182,4
crater,0.99,9740,1879,8,8,31.7811794281,-85.2108383179,4
crater,1,9877,1878,8,8,31.8352928162,-85.2107925415,4
crater,0.99,9777,1882,8,8,31.7957992554,-85.2109375,4
crater,1,9845,1882,8,8,31.8226585388,-85.2109298706,4
crater,1,9822,1887,8,8,31.8135795593,-85.2110977173,4
crater,0.97,9800,1893,8,8,31.8048973083,-85.2112960815,4
crater,0.98,9849,1900,8,8,31.8242645264,-85.2115249634,4
crater,1,9947,1899,8,8,31.8629760742,-85.211479187,4
crater,0.99,9905,1903,8,8,31.8463916779,-85.2116165161,4
crater,1,10026,1903,8,8,31.8941917419,-85.2116012573,4
crater,1,9717,1904,8,8,31.7721214294,-85.2116699219,4
crater,1,9989,1907,8,8,31.8795833588,-85.2117385864,4
crater,0.99,9861,1912,8,8,31.8290214539,-85.2119140625,4
crater,0.95,9745,1919,8,8,31.7831993103,-85.2121582031,4
crater,0.99,9729,1922,8,8,31.7768821716,-85.2122573853,4
crater,1,9888,1923,8,8,31.8397045135,-85.2122802734,4
crater,0.99,9758,1930,8,8,31.7883491516,-85.2125244141,4
crater,0.97,9853,1931,8,8,31.8258876801,-85.2125473022,4
crater,1,9833,1930,8,8,31.8179836273,-85.2125167847,4
crater,1,9928,1939,8,8,31.8555355072,-85.2127990723,4
crater,1,9927,1939,8,8,31.855140686,-85.2127990723,4
crater,1,9905,1944,8,8,31.8464546204,-85.2129669189,4
crater,1,9880,1949,8,8,31.8365821838,-85.2131347656,4
crater,1,9951,1956,8,8,31.8646526337,-85.2133560181,4
crater,0.99,9765,1959,8,8,31.7911491394,-85.2134780884,4
crater,1,9736,1969,8,8,31.7796974182,-85.2138137817,4
crater,1,10028,1977,8,8,31.8951206207,-85.2140350342,4
crater,1,9862,1979,8,8,31.8295116425,-85.2141265869,4
crater,1,9891,1980,8,8,31.8409767151,-85.2141571045,4
crater,0.98,10000,1981,8,8,31.8840618134,-85.2141723633,4
crater,0.99,9917,1982,8,8,31.8512554169,-85.2142181396,4
crater,0.99,9896,1201,8,8,31.8417739868,-85.1884689331,4
crater,1,9912,1207,8,8,31.8480739594,-85.188659668,4
crater,1,9986,1209,8,8,31.8771724701,-85.1887207031,4
crater,1,9730,1212,8,8,31.7765216827,-85.1888504028,4
crater,0.98,9914,1215,8,8,31.8488731384,-85.1889266968,4
crater,1,9676,1215,8,8,31.7552909851,-85.188949585,4
crater,0.95,9796,1216,8,8,31.8024768829,-85.1889724731,4
crater,0.98,9726,1230,8,8,31.7749671936,-85.1894378662,4
crater,0.98,9899,1230,8,8,31.8429985046,-85.1894226074,4
crater,0.99,9943,1230,8,8,31.8603000641,-85.189414978,4
crater,1,9821,1235,8,8,31.8123321533,-85.1895980835,4
crater,1,9971,1245,8,8,31.8713359833,-85.1899108887,4
crater,1,9940,1249,8,8,31.8591518402,-85.1900405884,4
crater,1,9961,1251,8,8,31.8674125671,-85.1901092529,4
crater,1,9750,1253,8,8,31.7844314575,-85.1902008057,4
crater,1,9997,1253,8,8,31.8815746307,-85.1901702881,4
crater,1,9895,1254,8,8,31.8414611816,-85.1902160645,4
crater,1,9924,1257,8,8,31.8528709412,-85.1903076172,4
crater,1,9832,1260,8,8,31.8166904449,-85.1904220581,4
crater,1,9855,1264,8,8,31.8257427216,-85.1905517578,4
crater,0.99,9788,1276,8,8,31.7994041443,-85.1909484863,4
crater,0.98,9982,1277,8,8,31.8757171631,-85.1909637451,4
crater,0.99,9719,1280,8,8,31.7722663879,-85.1910934448,4
crater,0.98,9873,1285,8,8,31.8328533173,-85.1912384033,4
crater,0.98,9965,1289,8,8,31.8690509796,-85.1913604736,4
crater,0.99,9904,1292,8,8,31.8450584412,-85.1914672852,4
crater,1,9886,1296,8,8,31.8379821777,-85.1915969849,4
crater,1,9847,1299,8,8,31.82264328,-85.1917037964,4
crater,0.98,9964,1301,8,8,31.8686771393,-85.1917572021,4
crater,1,9798,1302,8,8,31.8033695221,-85.1918106079,4
crater,1,9919,1306,8,8,31.8509807587,-85.1919250488,4
crater,0.97,9778,1308,8,8,31.7955093384,-85.1920089722,4
crater,1,9842,1312,8,8,31.8206939697,-85.1921310425,4
crater,0.99,9669,1315,8,8,31.7526283264,-85.1922454834,4
crater,0.99,9740,1320,8,8,31.7805709839,-85.1924057007,4
crater,0.98,9649,1328,8,8,31.74477005,-85.1926803589,4
crater,0.99,9940,1337,8,8,31.8592948914,-85.1929473877,4
crater,1,9850,1339,8,8,31.8238792419,-85.1930236816,4
crater,0.96,9837,1346,8,8,31.8187732697,-85.1932525635,4
crater,0.99,9909,1348,8,8,31.8471126556,-85.1933135986,4
crater,0.97,9973,1359,8,8,31.8723182678,-85.1936645508,4
crater,0.99,9953,1359,8,8,31.86444664,-85.1936721802,4
crater,1,9836,1360,8,8,31.8183994293,-85.1937179565,4
crater,0.99,9675,1365,8,8,31.7550354004,-85.1938934326,4
crater,1,9992,1366,8,8,31.8798084259,-85.1938934326,4
